condition_id,source,week_start,sentiment_score,sentiment_direction,post_count
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-08-05 00:00:00,-0.0666,-1,3
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-08-12 00:00:00,-0.22507,-1,3
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-08-19 00:00:00,-0.51852,-1,10
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-08-26 00:00:00,-0.4731,-1,7
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-09-02 00:00:00,0.10106,1,5
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-09-09 00:00:00,-0.08475,-1,10
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-09-16 00:00:00,0.1763,1,10
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-09-23 00:00:00,0.22615,1,12
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-09-30 00:00:00,-0.45043,-1,3
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-10-07 00:00:00,-0.16044,-1,8
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-10-14 00:00:00,0.19307,1,6
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-10-21 00:00:00,0.28861,1,19
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-10-28 00:00:00,0.2165,1,45
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-11-04 00:00:00,0.25382,1,11
0x687b8358ae0cbc82595c58a9f00ab1f12ab447c63a8940eaa3f522f10685dfcd,truth_social,2024-06-03 00:00:00,-0.97165,-1,2
0x687b8358ae0cbc82595c58a9f00ab1f12ab447c63a8940eaa3f522f10685dfcd,truth_social,2024-07-08 00:00:00,-0.5181,-1,3
0x687b8358ae0cbc82595c58a9f00ab1f12ab447c63a8940eaa3f522f10685dfcd,truth_social,2024-07-15 00:00:00,-0.2135,-1,3
